air_shaft_weight,r_final
0.8,0.7379817294120916
0.9,0.6773202517201814
1.0,0.690460798763153
1.1,0.6937179787432659
1.2,0.691439253065264
1.3,0.6699908905599848
1.4,0.6132338901746373
